Country (Name),State/Province,City,Latitude,Longitude
United States,Alaska,Alaska Peninsula Nwr,57.159,-154.08
United States,Alaska,Anchor Point,59.822,-151.598
United States,Alaska,Anchorage,61.189,-149.888
United States,Alaska,Barrow,71.285,-156.782
United States,Alaska,Bethel,60.932,-161.801
United States,Alaska,Chugiak,61.414,-149.171
United States,Alaska,Cooper Landing,60.496,-149.828
United States,Alaska,Cordova,60.792,-145.612
United States,Alaska,Craig,55.462,-132.839
United States,Alaska,Delta Junction,63.705,-144.897
United States,Alaska,Dillingham,58.824,-157.862
United States,Alaska,Dutch Harbor,53.897,-166.536
United States,Alaska,Eagle River,61.215,-149.258
United States,Alaska,Eielson Afb,64.675,-147.048
United States,Alaska,Elmendorf Afb,61.276,-149.792
United States,Alaska,Fairbanks,64.838,-147.716
United States,Alaska,Fort Richardson,61.315,-149.652
United States,Alaska,Fort Wainwright,64.814,-147.626
United States,Alaska,Girdwood,60.903,-148.919
United States,Alaska,Haines,59.161,-135.868
United States,Alaska,Homer,59.404,-151.324
United States,Alaska,Juneau,58.581,-134.77
United States,Alaska,Kenai,60.661,-150.906
United States,Alaska,Ketchikan,55.615,-131.585
United States,Alaska,King Cove,55.085,-162.322
United States,Alaska,Kipnuk,59.934,-164.068
United States,Alaska,Kodiak,57.79,-152.407
United States,Alaska,Kongiganak,59.953,-162.895
United States,Alaska,Kotzebue,67.244,-161.197
United States,Alaska,Manokotak,58.883,-158.933
United States,Alaska,Moose Pass,60.576,-149.452
United States,Alaska,Nikiski,60.69,-151.289
United States,Alaska,Nome,64.716,-164.628
United States,Alaska,North Pole,64.778,-147.337
United States,Alaska,Palmer,61.609,-148.466
United States,Alaska,Petersburg,57.058,-132.628
United States,Alaska,Port Alsworth,60.202,-154.313
United States,Alaska,Quinhagak,59.814,-161.719
United States,Alaska,Seward,60.055,-149.337
United States,Alaska,Sitka,56.735,-135.009
United States,Alaska,Skagway,59.57,-135.358
United States,Alaska,Soldotna,60.321,-150.799
United States,Alaska,Southerly North Slope Bo,71.285,-156.782
United States,Alaska,Tok,63.669,-143.196
United States,Alaska,Toksook Bay,60.534,-165.104
United States,Alaska,Valdez,61.407,-145.667
United States,Alaska,Wasilla,61.523,-149.575
United States,Alaska,Whittier,60.773,-148.684
United States,Alaska,Wrangell,55.954,-131.961
United States,Alabama,Adamsville,33.579,-86.994
United States,Alabama,Alabaster,33.224,-86.773
United States,Alabama,Albertville,34.252,-86.257
United States,Alabama,Alexander City,32.944,-85.954
United States,Alabama,Alexandria,33.775,-85.905
United States,Alabama,Aliceville,33.107,-88.153
United States,Alabama,Alpine,33.342,-86.225
United States,Alabama,Altoona,34.039,-86.287
United States,Alabama,Andalusia,31.249,-86.59
United States,Alabama,Anniston,33.696,-85.682
United States,Alabama,Arab,34.312,-86.505
United States,Alabama,Ardmore,34.958,-86.778
United States,Alabama,Ashland,33.22,-85.88
United States,Alabama,Ashville,33.786,-86.221
United States,Alabama,Athens,34.768,-87.106
United States,Alabama,Atmore,31.174,-87.498
United States,Alabama,Attalla,34.09,-86.044
United States,Alabama,Auburn,32.61,-85.481
United States,Alabama,Auburn University,32.578,-85.349
United States,Alabama,Baileyton,34.307,-86.636
United States,Alabama,Bay Minette,30.883,-87.726
United States,Alabama,Bessemer,33.402,-86.939
United States,Alabama,Birmingham,33.352,-86.821
United States,Alabama,Blountsville,34.119,-86.562
United States,Alabama,Boaz,34.192,-86.193
United States,Alabama,Brent,32.909,-87.264
United States,Alabama,Brewton,31.167,-87.076
United States,Alabama,Bridgeport,34.933,-85.778
United States,Alabama,Brilliant,34.052,-87.768
United States,Alabama,Brookwood,33.314,-87.26
United States,Alabama,Brownsboro,34.721,-86.472
United States,Alabama,Brundidge,31.671,-85.835
United States,Alabama,Bryant,34.914,-85.648
United States,Alabama,Butler,32.106,-88.238
United States,Alabama,Calera,33.101,-86.708
United States,Alabama,Camden,31.987,-87.274
United States,Alabama,Carbon Hill,33.826,-87.531
United States,Alabama,Castleberry,31.311,-86.973
United States,Alabama,Cedar Bluff,34.303,-85.683
United States,Alabama,Centre,34.119,-85.593
United States,Alabama,Centreville,32.904,-87.085
United States,Alabama,Chancellor,31.188,-85.869
United States,Alabama,Chatom,31.472,-88.252
United States,Alabama,Chelsea,33.314,-86.671
United States,Alabama,Cherokee,34.739,-87.993
United States,Alabama,Childersburg,33.259,-86.363
United States,Alabama,Citronelle,31.091,-88.266
United States,Alabama,Clanton,32.826,-86.676
United States,Alabama,Clayton,31.808,-85.411
United States,Alabama,Coker,33.266,-87.687
United States,Alabama,Collinsville,34.286,-85.879
United States,Alabama,Columbiana,33.223,-86.608
United States,Alabama,Cordova,33.729,-87.183
United States,Alabama,Cottondale,33.173,-87.387
United States,Alabama,Cottonwood,31.053,-85.302
United States,Alabama,Cropwell,33.513,-86.34
United States,Alabama,Crossville,34.297,-86.041
United States,Alabama,Cullman,34.154,-86.747
United States,Alabama,Dadeville,32.797,-85.758
United States,Alabama,Daleville,31.254,-85.713
United States,Alabama,Daphne,30.606,-87.858
United States,Alabama,Deatsville,32.611,-86.42
United States,Alabama,Decatur,34.606,-87.008
United States,Alabama,Demopolis,32.415,-87.915
United States,Alabama,Dora,33.726,-87.047
United States,Alabama,Dothan,31.262,-85.414
United States,Alabama,Duncanville,33.077,-87.43
United States,Alabama,Eclectic,32.645,-86.034
United States,Alabama,Elba,31.421,-86.061
United States,Alabama,Elberta,30.408,-87.555
United States,Alabama,Elkmont,34.927,-86.957
United States,Alabama,Enterprise,31.308,-85.881
United States,Alabama,Epes,32.712,-88.187
United States,Alabama,Eufaula,31.918,-85.209
United States,Alabama,Eutaw,32.928,-87.968
United States,Alabama,Evergreen,31.504,-86.934
United States,Alabama,Fackler,34.831,-85.982
United States,Alabama,Fairfield,33.476,-86.927
United States,Alabama,Fairhope,30.48,-87.866
United States,Alabama,Falkville,34.339,-86.93
United States,Alabama,Fayette,33.644,-87.827
United States,Alabama,Five Points,33.024,-85.313
United States,Alabama,Flat Rock,34.793,-85.685
United States,Alabama,Florala,31.108,-86.362
United States,Alabama,Florence,34.8,-87.677
United States,Alabama,Foley,30.388,-87.72
United States,Alabama,Forest Home,31.856,-86.847
United States,Alabama,Fort Mitchell,32.288,-84.973
United States,Alabama,Fort Payne,34.402,-85.71
United States,Alabama,Fort Rucker,31.35,-85.685
United States,Alabama,Fosters,33.085,-87.669
United States,Alabama,Frisco City,31.439,-87.447
United States,Alabama,Fultondale,33.595,-86.831
United States,Alabama,Fyffe,34.47,-85.965
United States,Alabama,Gadsden,34.053,-85.929
United States,Alabama,Gardendale,33.706,-86.824
United States,Alabama,Geneva,31.09,-85.895
United States,Alabama,Geraldine,34.371,-86.019
United States,Alabama,Gilbertown,31.907,-88.225
United States,Alabama,Goodwater,33.08,-86.019
United States,Alabama,Gordo,33.28,-87.918
United States,Alabama,Grady,31.937,-86.227
United States,Alabama,Grand Bay,30.492,-88.331
United States,Alabama,Grant,34.508,-86.313
United States,Alabama,Greensboro,32.697,-87.617
United States,Alabama,Greenville,31.744,-86.652
United States,Alabama,Grove Hill,31.705,-87.817
United States,Alabama,Guin,33.982,-87.885
United States,Alabama,Gulf Shores,30.251,-87.683
United States,Alabama,Guntersville,34.32,-86.273
United States,Alabama,Gurley,34.721,-86.387
United States,Alabama,Haleyville,34.237,-87.588
United States,Alabama,Hamilton,34.161,-87.996
United States,Alabama,Hanceville,34.004,-86.832
United States,Alabama,Harpersville,33.337,-86.455
United States,Alabama,Hartselle,34.444,-86.937
United States,Alabama,Harvest,34.817,-86.683
United States,Alabama,Hayden,33.931,-86.777
United States,Alabama,Hayneville,32.19,-86.68
United States,Alabama,Hazel Green,34.934,-86.58
United States,Alabama,Headland,31.362,-85.316
United States,Alabama,Helena,33.251,-86.921
United States,Alabama,Henagar,34.646,-85.72
United States,Alabama,Higdon,34.829,-85.615
United States,Alabama,Highland Home,31.946,-86.31
United States,Alabama,Holly Pond,34.188,-86.603
United States,Alabama,Hollywood,34.765,-85.964
United States,Alabama,Horton,34.167,-86.384
United States,Alabama,Huntsville,34.804,-86.619
United States,Alabama,Irvington,30.479,-88.23
United States,Alabama,Jackson,31.537,-87.827
United States,Alabama,Jacksonville,33.856,-85.776
United States,Alabama,Jasper,33.9,-87.172
United States,Alabama,Jemison,32.979,-86.742
United States,Alabama,Killen,34.905,-87.507
United States,Alabama,Kimberly,33.771,-86.808
United States,Alabama,Laceys Spring,34.524,-86.615
United States,Alabama,Lanett,32.895,-85.266
United States,Alabama,Leeds,33.515,-86.553
United States,Alabama,Leighton,34.668,-87.522
United States,Alabama,Leroy,31.491,-87.973
United States,Alabama,Lillian,30.417,-87.45
United States,Alabama,Lincoln,33.604,-86.111
United States,Alabama,Linden,32.284,-87.763
United States,Alabama,Livingston,32.563,-88.114
United States,Alabama,Loxley,30.639,-87.738
United States,Alabama,Luverne,31.744,-86.295
United States,Alabama,Lynn,34.046,-87.562
United States,Alabama,Madison,34.714,-86.742
United States,Alabama,Mccalla,33.291,-87.094
United States,Alabama,Meridianville,34.866,-86.554
United States,Alabama,Millbrook,32.478,-86.36
United States,Alabama,Millport,33.586,-88.135
United States,Alabama,Millry,31.618,-88.294
United States,Alabama,Mobile,30.659,-88.354
United States,Alabama,Monroeville,31.506,-87.332
United States,Alabama,Montevallo,33.107,-86.903
United States,Alabama,Montgomery,32.367,-86.3
United States,Alabama,Moody,33.606,-86.492
United States,Alabama,Morris,33.725,-86.77
United States,Alabama,Moulton,34.462,-87.295
United States,Alabama,Moundville,32.939,-87.585
United States,Alabama,Mount Olive,33.653,-86.901
United States,Alabama,Mount Vernon,31.075,-88.056
United States,Alabama,Munford,33.489,-85.939
United States,Alabama,Muscle Shoals,34.769,-87.558
United States,Alabama,Nauvoo,33.978,-87.488
United States,Alabama,Needham,31.972,-88.358
United States,Alabama,New Hope,34.559,-86.383
United States,Alabama,New Market,34.881,-86.4
United States,Alabama,Newton,31.267,-85.625
United States,Alabama,Normal,34.789,-86.572
United States,Alabama,Northport,33.229,-87.577
United States,Alabama,Odenville,33.665,-86.423
United States,Alabama,Oneonta,33.95,-86.454
United States,Alabama,Opelika,32.537,-85.359
United States,Alabama,Opp,31.294,-86.259
United States,Alabama,Orange Beach,30.28,-87.592
United States,Alabama,Owens Cross Roads,34.634,-86.457
United States,Alabama,Oxford,33.574,-85.853
United States,Alabama,Ozark,31.463,-85.627
United States,Alabama,Pansey,31.114,-85.166
United States,Alabama,Pelham,33.315,-86.756
United States,Alabama,Pell City,33.544,-86.351
United States,Alabama,Phenix City,32.407,-85.043
United States,Alabama,Pike Road,32.304,-86.083
United States,Alabama,Pine Hill,32.004,-87.543
United States,Alabama,Pinson,33.729,-86.648
United States,Alabama,Pleasant Grove,33.493,-86.976
United States,Alabama,Prattville,32.477,-86.414
United States,Alabama,Princeton,34.881,-86.264
United States,Alabama,Ragland,33.73,-86.177
United States,Alabama,Rainbow City,33.929,-86.084
United States,Alabama,Rainsville,34.503,-85.836
United States,Alabama,Ramer,32.102,-86.14
United States,Alabama,Reform,33.403,-88.045
United States,Alabama,Remlap,33.831,-86.595
United States,Alabama,Repton,31.396,-87.233
United States,Alabama,Riverside,33.623,-86.205
United States,Alabama,Robertsdale,30.612,-87.565
United States,Alabama,Rogersville,34.841,-87.3
United States,Alabama,Russellville,34.53,-87.866
United States,Alabama,Salem,32.568,-85.211
United States,Alabama,Saraland,30.84,-88.097
United States,Alabama,Satsuma,30.857,-88.059
United States,Alabama,Scottsboro,34.649,-85.985
United States,Alabama,Selma,32.407,-87.021
United States,Alabama,Semmes,30.756,-88.272
United States,Alabama,Sheffield,34.757,-87.696
United States,Alabama,Shelby,33.081,-86.55
United States,Alabama,Silas,31.775,-88.28
United States,Alabama,Silverhill,30.528,-87.763
United States,Alabama,Slocomb,31.105,-85.52
United States,Alabama,Smiths Station,32.565,-85.092
United States,Alabama,Somerville,34.463,-86.733
United States,Alabama,Spanish Fort,30.675,-87.915
United States,Alabama,Springville,33.798,-86.447
United States,Alabama,Stapleton,30.754,-87.801
United States,Alabama,Steele,33.909,-86.25
United States,Alabama,Sterrett,33.418,-86.538
United States,Alabama,Sulligent,33.84,-88.107
United States,Alabama,Sumiton,33.755,-87.047
United States,Alabama,Sweet Water,32.147,-87.916
United States,Alabama,Sylacauga,33.173,-86.252
United States,Alabama,Sylvania,34.563,-85.798
United States,Alabama,Talladega,33.378,-86.103
United States,Alabama,Tallassee,32.555,-85.934
United States,Alabama,Tanner,34.662,-86.965
United States,Alabama,Theodore,30.503,-88.143
United States,Alabama,Thomaston,32.244,-87.6
United States,Alabama,Toney,34.898,-86.715
United States,Alabama,Toxey,31.971,-88.171
United States,Alabama,Trafford,33.849,-86.707
United States,Alabama,Troy,31.905,-85.894
United States,Alabama,Trussville,33.646,-86.57
United States,Alabama,Tuscaloosa,33.109,-87.539
United States,Alabama,Tuscumbia,34.664,-87.779
United States,Alabama,Tuskegee,32.381,-85.681
United States,Alabama,Tuskegee Institute,32.417,-85.719
United States,Alabama,Union Grove,34.453,-86.518
United States,Alabama,Uriah,31.33,-87.61
United States,Alabama,Valley,32.769,-85.197
United States,Alabama,Vance,33.218,-87.229
United States,Alabama,Vandiver,33.49,-86.502
United States,Alabama,Verbena,32.758,-86.516
United States,Alabama,Vincent,33.42,-86.401
United States,Alabama,Vinemont,34.274,-86.946
United States,Alabama,Warrior,33.819,-86.84
United States,Alabama,Waverly,32.734,-85.537
United States,Alabama,Wellington,33.871,-85.905
United States,Alabama,West Blocton,33.123,-87.167
United States,Alabama,Wetumpka,32.631,-86.169
United States,Alabama,Wilmer,30.808,-88.328
United States,Alabama,Wilsonville,33.261,-86.519
United States,Alabama,Winfield,33.946,-87.783
United States,Alabama,Woodstock,33.181,-87.175
United States,Arkansas,Alexander,34.657,-92.53
United States,Arkansas,Alma,35.466,-94.199
United States,Arkansas,Amity,34.245,-93.439
United States,Arkansas,Arkadelphia,34.027,-93.064
United States,Arkansas,Ash Flat,36.22,-91.642
United States,Arkansas,Austin,34.992,-91.982
United States,Arkansas,Bald Knob,35.312,-91.509
United States,Arkansas,Batesville,35.788,-91.646
United States,Arkansas,Bearden,33.794,-92.639
United States,Arkansas,Beebe,35.114,-91.907
United States,Arkansas,Bella Vista,36.468,-94.322
United States,Arkansas,Benton,34.585,-92.674
United States,Arkansas,Bentonville,36.346,-94.251
United States,Arkansas,Berryville,36.312,-93.557
United States,Arkansas,Bigelow,34.931,-92.65
United States,Arkansas,Bismarck,34.296,-93.178
United States,Arkansas,Black Rock,36.135,-91.163
United States,Arkansas,Blytheville,35.871,-89.905
United States,Arkansas,Booneville,35.089,-93.949
United States,Arkansas,Bradley,33.099,-93.693
United States,Arkansas,Brinkley,34.839,-91.178
United States,Arkansas,Brookland,35.915,-90.545
United States,Arkansas,Bryant,34.601,-92.491
United States,Arkansas,Cabot,34.946,-92.086
United States,Arkansas,Camden,33.611,-92.845
United States,Arkansas,Caraway,35.758,-90.375
United States,Arkansas,Centerton,36.369,-94.305
United States,Arkansas,Charleston,35.318,-94.011
United States,Arkansas,Cherokee Village,36.296,-91.568
United States,Arkansas,Clarksville,35.507,-93.512
United States,Arkansas,Clinton,35.601,-92.574
United States,Arkansas,Coal Hill,35.434,-93.669
United States,Arkansas,Colt,35.101,-90.885
United States,Arkansas,Compton,36.073,-93.334
United States,Arkansas,Conway,35.052,-92.504
United States,Arkansas,Corning,36.391,-90.564
United States,Arkansas,Cotton Plant,35.01,-91.26
United States,Arkansas,Crossett,33.156,-92.002
United States,Arkansas,Damascus,35.34,-92.39
United States,Arkansas,Danville,34.997,-93.526
United States,Arkansas,Dardanelle,35.17,-93.191
United States,Arkansas,De Queen,34.036,-94.334
United States,Arkansas,De Witt,34.271,-91.343
United States,Arkansas,Dermott,33.542,-91.454
United States,Arkansas,Donaldson,34.25,-92.963
United States,Arkansas,Dover,35.533,-93.109
United States,Arkansas,Dumas,33.916,-91.523
United States,Arkansas,Earle,35.292,-90.454
United States,Arkansas,El Dorado,33.193,-92.643
United States,Arkansas,England,34.553,-91.939
United States,Arkansas,Enola,35.213,-92.215
United States,Arkansas,Eudora,33.148,-91.264
United States,Arkansas,Eureka Springs,36.434,-93.816
United States,Arkansas,Fairfield Bay,35.599,-92.263
United States,Arkansas,Farmington,36.036,-94.268
United States,Arkansas,Fayetteville,35.954,-93.979
United States,Arkansas,Flippin,36.241,-92.535
United States,Arkansas,Fordyce,33.819,-92.471
United States,Arkansas,Foreman,33.715,-94.373
United States,Arkansas,Forrest City,35.008,-90.79
United States,Arkansas,Fort Smith,35.366,-94.413
United States,Arkansas,Fouke,33.261,-93.855
United States,Arkansas,Garfield,36.416,-93.981
United States,Arkansas,Gentry,36.268,-94.438
United States,Arkansas,Grapevine,34.165,-92.314
United States,Arkansas,Gravelly,34.891,-93.698
United States,Arkansas,Gravette,36.415,-94.471
United States,Arkansas,Green Forest,36.277,-93.42
United States,Arkansas,Greenbrier,35.252,-92.368
United States,Arkansas,Hamburg,33.227,-91.791
United States,Arkansas,Hampton,33.484,-92.495
United States,Arkansas,Hardy,36.279,-91.443
United States,Arkansas,Harrison,36.233,-93.064
United States,Arkansas,Hartman,35.471,-93.608
United States,Arkansas,Havana,35.117,-93.575
United States,Arkansas,Heber Springs,35.448,-91.998
United States,Arkansas,Helena,34.48,-90.698
United States,Arkansas,Hope,33.653,-93.604
United States,Arkansas,Horseshoe Bend,36.228,-91.742
United States,Arkansas,Hot Springs National Park,34.418,-93.049
United States,Arkansas,Hot Springs Village,34.644,-92.979
United States,Arkansas,Hughes,34.948,-90.44
United States,Arkansas,Huntsville,36.099,-93.668
United States,Arkansas,Imboden,36.227,-91.175
United States,Arkansas,Jacksonville,34.866,-92.11
United States,Arkansas,Jasper,35.959,-93.231
United States,Arkansas,Jonesboro,35.886,-90.643
United States,Arkansas,Judsonia,35.393,-91.67
United States,Arkansas,Junction City,33.064,-92.757
United States,Arkansas,Kirby,34.251,-93.71
United States,Arkansas,Lake City,35.835,-90.443
United States,Arkansas,Lake Village,33.351,-91.281
United States,Arkansas,Lamar,35.482,-93.303
United States,Arkansas,Lavaca,35.358,-94.189
United States,Arkansas,Lead Hill,36.424,-92.937
United States,Arkansas,Leola,34.163,-92.669
United States,Arkansas,Lepanto,35.625,-90.307
United States,Arkansas,Lexa,34.619,-90.738
United States,Arkansas,Lincoln,35.972,-94.434
United States,Arkansas,Little Rock,34.71,-92.355
United States,Arkansas,Lonoke,34.789,-91.928
United States,Arkansas,Lowell,36.251,-94.113
United States,Arkansas,Mabelvale,34.583,-92.384
United States,Arkansas,Magazine,35.179,-93.822
United States,Arkansas,Magnolia,33.241,-93.199
United States,Arkansas,Malvern,34.342,-92.796
United States,Arkansas,Mammoth Spring,36.418,-91.552
United States,Arkansas,Manila,35.819,-90.175
United States,Arkansas,Marble Falls,36.069,-93.144
United States,Arkansas,Marion,35.228,-90.188
United States,Arkansas,Marked Tree,35.547,-90.445
United States,Arkansas,Marshall,35.882,-92.635
United States,Arkansas,Maumelle,34.868,-92.4
United States,Arkansas,Mayflower,34.974,-92.431
United States,Arkansas,Melbourne,36.026,-91.945
United States,Arkansas,Mena,34.591,-94.195
United States,Arkansas,Monticello,33.629,-91.791
United States,Arkansas,Mount Ida,34.572,-93.412
United States,Arkansas,Mountain Home,36.332,-92.41
United States,Arkansas,Mountain Pine,34.711,-93.372
United States,Arkansas,Mountain View,35.873,-92.072
United States,Arkansas,Nashville,33.999,-93.815
United States,Arkansas,Newark,35.731,-91.39
United States,Arkansas,Newport,35.562,-91.205
United States,Arkansas,North Little Rock,34.85,-92.326
United States,Arkansas,Omaha,36.418,-93.157
United States,Arkansas,Osceola,35.691,-90.007
United States,Arkansas,Ozark,35.575,-93.792
United States,Arkansas,Paragould,36.104,-90.466
United States,Arkansas,Paris,35.284,-93.725
United States,Arkansas,Paron,34.762,-92.726
United States,Arkansas,Parthenon,35.931,-93.231
United States,Arkansas,Pearcy,34.415,-93.253
United States,Arkansas,Peel,36.428,-92.773
United States,Arkansas,Perryville,34.932,-92.926
United States,Arkansas,Piggott,36.407,-90.24
United States,Arkansas,Pine Bluff,34.228,-92.003
United States,Arkansas,Pineville,36.209,-92.03
United States,Arkansas,Plumerville,35.167,-92.59
United States,Arkansas,Pocahontas,36.306,-90.977
United States,Arkansas,Prairie Grove,35.91,-94.312
United States,Arkansas,Prattsville,34.331,-92.544
United States,Arkansas,Prescott,33.792,-93.322
United States,Arkansas,Quitman,35.409,-92.182
United States,Arkansas,Reydell,34.165,-91.57
United States,Arkansas,Rison,33.884,-92.158
United States,Arkansas,Rogers,36.302,-94.121
United States,Arkansas,Rose Bud,35.342,-92.009
United States,Arkansas,Russellville,35.278,-93.134
United States,Arkansas,Saint Francis,36.454,-90.141
United States,Arkansas,Salem,36.377,-91.824
United States,Arkansas,Scranton,35.356,-93.546
United States,Arkansas,Searcy,35.233,-91.705
United States,Arkansas,Sheridan,34.29,-92.385
United States,Arkansas,Sherwood,34.902,-92.23
United States,Arkansas,Siloam Springs,36.169,-94.456
United States,Arkansas,Smackover,33.333,-92.755
United States,Arkansas,Smithville,36.067,-91.326
United States,Arkansas,Springdale,36.174,-94.08
United States,Arkansas,Star City,33.943,-91.832
United States,Arkansas,State University,35.849,-90.679
United States,Arkansas,Stuttgart,34.44,-91.53
United States,Arkansas,Subiaco,35.308,-93.572
United States,Arkansas,Texarkana,33.423,-93.869
United States,Arkansas,Traskwood,34.427,-92.658
United States,Arkansas,Trumann,35.575,-90.521
United States,Arkansas,Tuckerman,35.749,-91.165
United States,Arkansas,Umpire,34.296,-93.851
United States,Arkansas,Valley Springs,36.147,-92.734
United States,Arkansas,Van Buren,35.483,-94.347
United States,Arkansas,Vilonia,35.099,-92.217
United States,Arkansas,Waldron,34.91,-94.078
United States,Arkansas,Ward,34.995,-91.858
United States,Arkansas,Warren,33.578,-92.111
United States,Arkansas,Washington,33.77,-93.731
United States,Arkansas,West Fork,35.883,-94.119
United States,Arkansas,West Helena,34.53,-90.651
United States,Arkansas,West Memphis,35.139,-90.153
United States,Arkansas,White Hall,34.285,-92.149
United States,Arkansas,Wilmot,33.068,-91.543
United States,Arkansas,Winslow,35.772,-94.081
United States,Arkansas,Wynne,35.242,-90.846
United States,Arkansas,Yellville,36.252,-92.659
United States,Arizona,Ajo,32.16,-112.622
United States,Arizona,Apache Junction,33.415,-111.55
United States,Arizona,Arizona City,32.756,-111.671
United States,Arizona,Avondale,33.436,-112.35
United States,Arizona,B M Goldwater A F Range,33.385,-112.552
United States,Arizona,Benson,32.192,-110.386
United States,Arizona,Bisbee,31.445,-109.873
United States,Arizona,Buckeye,33.37,-112.584
United States,Arizona,Bullhead City,35.09,-114.574
United States,Arizona,Camp Verde,34.486,-111.781
United States,Arizona,Carefree,33.822,-111.918
United States,Arizona,Casa Grande,32.88,-111.757
United States,Arizona,Cave Creek,33.805,-111.932
United States,Arizona,Chandler,33.323,-111.824
United States,Arizona,Chinle,36.239,-109.575
United States,Arizona,Chino Valley,34.771,-112.456
United States,Arizona,Colorado City,36.974,-112.983
United States,Arizona,Concho,34.515,-109.695
United States,Arizona,Coolidge,32.977,-111.504
United States,Arizona,Cornville,34.733,-111.911
United States,Arizona,Coronado Ntl Forest,31.958,-110.693
United States,Arizona,Cottonwood,34.758,-112.012
United States,Arizona,Dewey,34.568,-112.124
United States,Arizona,Douglas,31.545,-109.468
United States,Arizona,El Mirage,33.591,-112.331
United States,Arizona,Eloy,32.756,-111.555
United States,Arizona,Flagstaff,35.235,-111.721
United States,Arizona,Florence,33.031,-111.387
United States,Arizona,Fort Defiance,35.744,-109.076
United States,Arizona,Fort Huachuca,31.527,-110.361
United States,Arizona,Fort Mohave,35.007,-114.564
United States,Arizona,Fountain Hills,33.604,-111.743
United States,Arizona,Fredonia,36.741,-112.116
United States,Arizona,Gilbert,33.346,-111.815
United States,Arizona,Glendale,33.539,-112.186
United States,Arizona,Globe,33.63,-110.707
United States,Arizona,Gold Canyon,33.371,-111.437
United States,Arizona,Golden Valley,35.138,-114.253
United States,Arizona,Goodyear,33.378,-112.387
United States,Arizona,Grand Canyon,36.054,-112.139
United States,Arizona,Green Valley,31.847,-111.061
United States,Arizona,Hereford,31.447,-110.232
United States,Arizona,Holbrook,34.948,-110.098
United States,Arizona,Huachuca City,31.738,-110.317
United States,Arizona,Kearny,33.057,-110.911
United States,Arizona,Kingman,35.189,-114.053
United States,Arizona,Lake Havasu City,34.485,-114.329
United States,Arizona,Lakeside,34.104,-110.082
United States,Arizona,Laveen,33.305,-112.2
United States,Arizona,Litchfield Park,33.518,-112.367
United States,Arizona,Marana,32.437,-111.225
United States,Arizona,Maricopa,33.058,-112.048
United States,Arizona,Mcnary,34.074,-109.857
United States,Arizona,Mcneal,31.556,-109.698
United States,Arizona,Mesa,33.44,-111.854
United States,Arizona,Mohave Valley,34.861,-114.519
United States,Arizona,Morenci,33.048,-109.377
United States,Arizona,New River,33.952,-112.079
United States,Arizona,Nogales,31.45,-110.831
United States,Arizona,Oracle,32.642,-110.84
United States,Arizona,Page,36.687,-111.416
United States,Arizona,Paradise Valley,33.542,-111.968
United States,Arizona,Parker,33.99,-114.239
United States,Arizona,Paulden,34.91,-112.431
United States,Arizona,Payson,34.195,-111.173
United States,Arizona,Pearce,31.868,-109.331
United States,Arizona,Peoria,33.581,-112.237
United States,Arizona,Phoenix,33.572,-112.056
United States,Arizona,Pima,33.002,-109.882
United States,Arizona,Pine,34.325,-111.549
United States,Arizona,Pinedale,34.307,-110.252
United States,Arizona,Pinetop,34.085,-109.909
United States,Arizona,Pirtleville,31.357,-109.562
United States,Arizona,Prescott,34.625,-112.422
United States,Arizona,Prescott Valley,34.665,-112.294
United States,Arizona,Quartzsite,33.664,-114.23
United States,Arizona,Queen Creek,33.249,-111.634
United States,Arizona,Rimrock,34.681,-111.703
United States,Arizona,Rio Rico,31.502,-111.069
United States,Arizona,Safford,32.704,-109.656
United States,Arizona,Sahuarita,31.91,-110.9
United States,Arizona,Saint Johns,34.568,-109.336
United States,Arizona,Salome,33.722,-113.655
United States,Arizona,San Carlos,33.416,-110.111
United States,Arizona,San Luis,32.487,-114.782
United States,Arizona,San Simon,32.003,-109.219
United States,Arizona,Sanders,35.216,-109.334
United States,Arizona,Scottsdale,33.612,-111.891
United States,Arizona,Sedona,34.948,-111.94
United States,Arizona,Show Low,34.234,-110.077
United States,Arizona,Sierra Vista,31.592,-110.172
United States,Arizona,Snowflake,34.641,-110.113
United States,Arizona,Somerton,32.538,-114.714
United States,Arizona,Stanfield,32.883,-111.962
United States,Arizona,Sun City,33.602,-112.282
United States,Arizona,Sun City West,33.675,-112.367
United States,Arizona,Surprise,33.647,-112.388
United States,Arizona,Taylor,34.465,-110.091
United States,Arizona,Tempe,33.4,-111.929
United States,Arizona,Tolleson,33.422,-112.272
United States,Arizona,Tonopah,33.578,-113.023
United States,Arizona,Tsaile,36.274,-109.266
United States,Arizona,Tuba City,36.093,-111.131
United States,Arizona,Tucson,32.546,-110.952
United States,Arizona,Vail,31.958,-110.693
United States,Arizona,Vernon,34.257,-109.693
United States,Arizona,Waddell,33.559,-112.432
United States,Arizona,Whiteriver,33.837,-109.964
United States,Arizona,Wickenburg,33.902,-112.901
United States,Arizona,Willcox,32.432,-109.886
United States,Arizona,Window Rock,35.681,-109.053
United States,Arizona,Winslow,35.101,-110.647
United States,Arizona,Wittmann,33.72,-112.655
United States,Arizona,Youngtown,33.586,-112.306
United States,Arizona,Yuma,32.724,-114.516
United States,California,Acampo,38.194,-121.25
United States,California,Acton,34.49,-118.22
United States,California,Adelanto,34.665,-117.512
United States,California,Agoura Hills,34.127,-118.765
United States,California,Aguanga,33.504,-116.819
